contract_id,tenant_id,apartment_id,start_date,end_date,monthly_rent,deposit_amount,contract_status
C0422,T086,A0038,2022-01-16,,1215.00,3645.00,active
C0423,T257,A0034,2025-04-29,2026-12-31,1050.00,3150.00,terminated
C0424,T176,A0280,2021-05-01,,640.00,1920.00,active
C0425,T330,A0098,2021-12-12,2026-09-24,925.00,2775.00,terminated
C0426,T183,A0132,2018-09-06,,465.00,1395.00,active
C0427,T230,A0138,2016-09-28,2019-10-13,740.00,2220.00,terminated
C0428,T269,A0235,2025-06-03,,385.00,1155.00,active
C0429,T125,A0025,2021-07-19,,1760.00,5280.00,active
C0430,T007,A0138,2015-01-23,2018-08-12,605.00,1815.00,terminated
C0431,T232,A0148,2021-04-01,,1295.00,3885.00,active
C0432,T220,A0018,2023-06-10,2026-12-31,585.00,1755.00,terminated
C0433,T131,A0024,2016-10-11,,575.00,1725.00,active
C0434,T111,A0038,2023-04-17,,930.00,2790.00,active
C0435,T257,A0286,2021-03-15,2023-03-28,1905.00,5715.00,terminated
C0436,T274,A0132,2021-03-15,,475.00,1425.00,active
C0437,T084,A0234,2019-01-27,2020-04-30,1895.00,5685.00,terminated
C0438,T119,A0208,2016-10-29,,430.00,1290.00,active
C0439,T303,A0178,2015-10-22,2020-09-07,1330.00,3990.00,terminated
C0440,T046,A0205,2021-06-08,,930.00,2790.00,active
C0441,T329,A0050,2020-06-17,,605.00,1815.00,active
C0442,T256,A0132,2015-11-24,2020-11-22,390.00,1170.00,terminated
C0443,T229,A0025,2020-07-09,2025-05-17,1640.00,4920.00,terminated
C0444,T329,A0148,2017-11-10,,1255.00,3765.00,active
C0445,T046,A0287,2016-06-08,,1795.00,5385.00,active
C0446,T273,A0271,2018-04-09,,1340.00,4020.00,active
C0447,T345,A0188,2027-09-15,,980.00,2940.00,planned
C0448,T316,A0070,2023-09-10,,475.00,1425.00,active
C0449,T026,A0077,2024-01-19,2024-09-26,1020.00,3060.00,terminated
C0450,T117,A0113,2027-11-24,,500.00,1500.00,planned
