contract_id,tenant_id,apartment_id,start_date,end_date,monthly_rent,deposit_amount,contract_status
C0399,T322,A0030,2019-03-28,,805.0,2415.0,active
C0400,T178,A0184,2025-11-25,2027-11-15,460.0,1380.0,active
C0401,T103,A0261,2023-05-02,,1055.0,3165.0,active
C0402,T135,A0088,2023-03-14,2026-10-19,1185.0,3555.0,active
C0403,T111,A0248,2015-12-31,2026-03-11,1520.0,4560.0,active
C0404,T067,A0275,2016-08-22,,1620.0,4860.0,active
C0405,T287,A0220,2016-01-26,2026-08-12,680.0,2040.0,active
C0406,T028,A0137,2022-12-19,,855.0,2565.0,active
C0407,T202,A0144,2027-09-24,,910.0,2730.0,planned
C0408,T113,A0272,2020-09-30,2024-03-03,1740.0,5220.0,terminated
C0409,T181,A0233,2017-10-18,2021-12-16,610.0,1830.0,terminated
C0410,T145,A0024,2019-06-22,,780.0,2340.0,active
C0411,T026,A0055,2017-01-14,,500.0,1500.0,active
C0412,T349,A0277,2023-05-31,2026-02-26,1185.0,3555.0,active
C0413,T096,A0057,2023-05-21,,1190.0,3570.0,active
C0414,T059,A0187,2016-01-31,2019-11-07,1315.0,3945.0,terminated
C0415,T257,A0018,2017-10-14,2026-08-17,510.0,1530.0,active
C0416,T295,A0257,2015-06-15,,885.0,2655.0,active
C0417,T083,A0079,2022-01-03,,665.0,1995.0,active
C0418,T295,A0279,2027-01-24,,565.0,1695.0,planned
C0419,T181,A0250,2018-07-26,,865.0,2595.0,active
C0420,T308,A0054,2019-02-06,2026-08-09,1080.0,3240.0,active
C0421,T149,A0013,2027-01-23,,1650.0,4950.0,planned
C0422,T086,A0038,2022-01-16,,1215.0,3645.0,active
C0423,T257,A0034,2025-04-29,2026-12-31,1050.0,3150.0,terminated
C0424,T176,A0280,2021-05-01,,640.0,1920.0,active
C0425,T330,A0098,2021-12-12,2026-09-24,925.0,2775.0,terminated
C0426,T183,A0132,2018-09-06,2026-03-07,465.0,1395.0,active
C0427,T230,A0138,2016-09-28,2019-10-13,740.0,2220.0,terminated
C0428,T269,A0235,2025-06-03,,385.0,1155.0,active
C0429,T125,A0025,2021-07-19,2026-07-20,1760.0,5280.0,active
C0430,T007,A0138,2015-01-23,2018-08-12,605.0,1815.0,terminated
C0431,T232,A0148,2021-04-01,2026-11-20,1295.0,3885.0,active
C0432,T220,A0018,2023-06-10,2026-12-31,585.0,1755.0,terminated
C0433,T131,A0024,2016-10-11,,575.0,1725.0,active
C0434,T111,A0038,2023-04-17,,930.0,2790.0,active
C0435,T257,A0286,2021-03-15,2023-03-28,1905.0,5715.0,terminated
C0436,T274,A0132,2021-03-15,,475.0,1425.0,active
C0437,T084,A0234,2019-01-27,2020-04-30,1895.0,5685.0,terminated
C0438,T119,A0208,2016-10-29,,430.0,1290.0,active
C0439,T303,A0178,2015-10-22,2020-09-07,1330.0,3990.0,terminated
C0440,T046,A0205,2021-06-08,2026-06-16,930.0,2790.0,active
C0441,T329,A0050,2020-06-17,,605.0,1815.0,active
C0442,T256,A0132,2015-11-24,2020-11-22,390.0,1170.0,terminated
C0443,T229,A0025,2020-07-09,2025-05-17,1640.0,4920.0,terminated
C0444,T329,A0148,2017-11-10,,1255.0,3765.0,active
C0445,T046,A0287,2016-06-08,,1795.0,5385.0,active
C0446,T273,A0271,2018-04-09,2026-10-04,1340.0,4020.0,active
C0447,T345,A0188,2027-09-15,,980.0,2940.0,planned
C0448,T316,A0070,2023-09-10,,475.0,1425.0,active
C0449,T026,A0077,2024-01-19,2024-09-26,1020.0,3060.0,terminated
C0450,T117,A0113,2027-11-24,,500.0,1500.0,planned
